License Plate,Camera ID,Vehicle Type,Time,Date,Price
QPV4028,1,Car,13:56:13,2024-02-25,200
OHS4043,4,Motorcycle,06:46:29,2024-09-30,1200
FZH9485,4,Truck,17:21:22,2023-10-30,350
WMF9737,1,Bus,15:38:24,2024-07-12,350
YXV0637,1,Bus,03:35:47,2023-03-20,200
IGD3003,4,Car,07:55:29,2023-09-11,1200
FEO1605,5,Car,09:48:23,2024-02-28,350
IRD7121,2,Bus,06:49:30,2024-06-01,1150
QMU1184,2,Car,20:47:22,2023-02-20,950
OMT5757,2,Bus,20:37:31,2024-03-18,300
NMM1054,2,Car,02:19:37,2023-04-18,350
GHF5675,4,Truck,23:37:14,2023-05-17,300
TLA9167,3,Car,21:46:26,2024-12-11,1100
PMW3515,4,Car,04:01:59,2023-05-17,250
KHG1576,2,Car,16:04:18,2023-01-17,150
MUA6945,4,Truck,16:04:04,2023-02-10,1100
DAH6945,5,Motorcycle,07:36:07,2023-02-16,800
CTJ3467,5,Truck,21:16:22,2023-07-01,950
HNR3993,5,Car,22:01:09,2023-07-24,1100
DRM4827,2,Bus,22:39:42,2023-07-14,1000
XZI8433,2,Truck,17:34:10,2023-12-10,1200
OTK4113,2,Car,00:37:19,2024-04-13,1000
NCW3342,5,Car,02:31:18,2024-10-30,850
FVZ2718,2,Motorcycle,22:32:34,2023-02-09,550
GML3782,1,Truck,18:04:42,2023-12-06,900
ZIT4836,5,Bus,12:14:37,2024-09-10,650
ESA1313,3,Motorcycle,08:15:15,2024-03-17,1050
CIS2663,3,Truck,22:48:29,2024-11-08,900
BWQ6772,5,Truck,13:17:23,2023-12-05,50
ERA3079,1,Bus,02:07:39,2024-11-18,500
JLN3271,4,Truck,18:54:31,2024-10-28,800
HNN7967,4,Car,15:28:12,2023-06-22,150
RQD8867,2,Truck,16:56:51,2023-12-06,600
XCR6114,2,Car,12:00:24,2023-08-30,250
HGI3220,3,Car,02:56:59,2023-05-06,1200
VKR3353,1,Bus,12:04:39,2024-12-12,1200
IQG3716,1,Car,09:55:48,2024-05-03,1100
JER6629,4,Car,04:07:46,2024-12-25,500
MHG3138,1,Car,15:42:06,2024-11-05,1100
EPQ1861,3,Car,13:09:38,2024-02-23,850
KKL2839,1,Motorcycle,12:57:08,2024-11-16,650
JBB3298,3,Car,23:34:25,2024-11-01,50
FJB5010,2,Car,20:43:18,2023-06-16,350
EGF1682,3,Car,14:04:31,2023-04-01,700
LFA0228,1,Car,02:47:40,2023-02-05,350
JBC3636,3,Car,06:20:16,2023-08-24,500
YAC1916,4,Motorcycle,12:59:31,2024-05-18,250
NDH0656,1,Car,20:53:38,2024-02-20,900
NJJ4046,5,Truck,13:22:40,2024-05-31,500
CZU2015,2,Truck,21:09:56,2024-04-29,900
TNJ3821,5,Motorcycle,17:42:49,2024-04-30,650
RJF1130,2,Truck,15:42:39,2024-06-10,950
IWH9530,4,Car,22:28:02,2023-03-29,500
SVT7475,2,Car,23:47:10,2023-10-05,1150
UQY2319,2,Bus,00:05:23,2023-01-10,800
JIT1248,2,Truck,02:54:02,2024-07-03,650
HGR0041,2,Truck,09:20:13,2024-09-27,850
SQG8373,3,Car,23:16:53,2023-12-16,1100
UJC2733,1,Car,19:27:54,2024-02-24,500
AGW4907,3,Truck,00:35:09,2023-12-23,950
CJE9518,2,Motorcycle,13:37:44,2024-01-22,1000
DBE9603,1,Bus,17:13:06,2023-05-10,450
CCB2726,1,Car,20:47:43,2024-10-14,150
SQC7878,1,Truck,12:13:55,2023-05-20,650
GEI8598,5,Car,12:52:50,2023-06-05,700
OES4172,2,Bus,13:40:08,2024-08-21,850
AJM7553,2,Bus,05:05:41,2023-04-28,1200
EQG1663,3,Car,23:50:16,2023-10-31,50
ZWG5935,3,Truck,23:56:23,2024-01-13,1000
IPW7780,1,Truck,18:05:37,2023-11-08,450
XPG9863,4,Truck,21:50:00,2023-06-28,500
RIF3274,3,Truck,14:49:00,2023-05-27,250
JBN4200,3,Car,06:55:52,2023-08-20,750
GBJ4631,5,Motorcycle,08:55:39,2023-09-12,500
XYG7761,1,Truck,23:16:33,2023-12-27,100
HGG4042,2,Truck,22:11:13,2023-12-22,150
PTH4093,4,Motorcycle,17:42:43,2024-08-27,1100
CNM7892,3,Truck,08:27:21,2024-06-12,1150
EPR4337,3,Bus,14:14:18,2024-07-22,500
LYI8481,2,Motorcycle,17:49:49,2023-09-22,200
KQV0327,3,Bus,21:33:27,2024-03-16,650
KXU9952,1,Truck,15:43:19,2023-03-09,200
XBE8932,1,Motorcycle,20:15:13,2024-04-14,950
ZQD7388,3,Car,08:23:38,2024-02-09,850
DUH3413,1,Bus,02:17:40,2024-05-03,1150
NXX1194,5,Truck,23:07:31,2024-10-14,650
EEG4388,5,Bus,21:35:49,2024-11-12,200
SDZ8980,2,Car,09:18:41,2024-04-11,1000
IEQ4873,4,Motorcycle,09:53:33,2024-05-12,250
SNH2192,5,Bus,13:11:05,2024-10-25,1150
WCM9172,3,Motorcycle,10:18:21,2023-05-20,550
KZS6751,1,Motorcycle,19:53:39,2023-12-23,500
SQH1192,3,Truck,14:57:53,2024-01-09,200
OHJ5260,1,Motorcycle,05:23:02,2024-11-03,800
ODX3346,3,Bus,15:51:53,2023-10-03,650
BFY6845,3,Motorcycle,18:56:42,2024-08-01,50
OLV5267,4,Motorcycle,07:45:34,2023-05-19,350
MVF8684,2,Bus,16:48:29,2023-10-17,850
FJW7433,5,Car,14:13:33,2024-07-28,250
KIN5544,1,Truck,23:53:19,2023-03-13,1100
XWT2651,3,Car,17:03:18,2024-05-18,250
GNV6004,4,Car,10:13:09,2023-10-02,650
XMQ9500,2,Bus,23:29:53,2024-02-12,300
GHT3997,5,Bus,13:34:42,2023-10-17,750
KYH0594,1,Motorcycle,22:24:12,2023-08-30,800
FVB2364,1,Truck,10:24:18,2023-09-16,1150
KVD4527,2,Bus,13:26:19,2024-02-18,50
LUW2463,1,Car,17:36:17,2023-01-28,400
HPW6871,1,Bus,11:02:39,2023-08-05,300
KXI1801,1,Truck,02:04:56,2024-01-07,100
VYN6054,4,Truck,10:11:13,2024-02-14,950
JWJ3793,4,Motorcycle,22:27:06,2023-06-15,200
VIB7578,5,Motorcycle,14:14:49,2023-07-01,1150
NYZ7586,3,Car,03:18:45,2023-02-11,300
QYS7978,5,Car,12:12:35,2023-09-15,650
IGZ5299,5,Motorcycle,18:11:33,2023-09-09,250
ENN5114,1,Car,07:17:40,2023-11-13,100
VRW7060,1,Car,20:49:49,2023-10-17,550
LJI6354,1,Motorcycle,11:55:06,2024-07-30,450
PQK1909,1,Bus,23:41:22,2023-06-03,200
DNV0126,5,Bus,10:08:49,2024-07-02,50
XHP0519,4,Bus,18:32:24,2023-01-13,400
BRL6373,3,Motorcycle,06:45:17,2024-05-24,1150
EPN7594,3,Bus,23:06:18,2024-07-27,50
CTO6715,2,Motorcycle,03:03:01,2024-02-14,250
GON2901,4,Car,05:28:44,2023-08-12,850
RSN2047,2,Car,15:59:10,2024-05-30,1000
RTQ9181,5,Bus,14:13:31,2024-06-17,950
GWB5327,1,Motorcycle,07:05:10,2024-07-22,250
WXB3713,4,Truck,01:00:23,2024-02-06,400
YUW6017,4,Motorcycle,15:19:14,2023-12-20,100
VSV6881,2,Car,13:06:47,2024-07-17,1050
BIZ1120,4,Bus,18:20:23,2024-05-02,1200
SGH9721,1,Truck,22:33:43,2023-07-07,1100
WAE9283,3,Truck,13:46:26,2023-11-12,250
UWG8672,1,Truck,20:23:34,2024-06-23,250
UZM9891,3,Car,05:16:17,2023-10-22,1100
BLA1393,4,Bus,06:15:56,2024-07-11,400
CWO8169,3,Motorcycle,09:36:52,2024-02-14,100
LTN6606,5,Truck,01:19:06,2023-10-23,450
FPN3004,1,Truck,08:17:53,2023-10-04,150
FZO1624,2,Bus,07:08:05,2023-03-08,900
LFE1429,3,Motorcycle,18:42:47,2023-04-23,500
XFY5513,4,Motorcycle,16:31:28,2023-07-22,650
BWQ4881,4,Motorcycle,16:00:41,2024-10-08,1200
CXA7178,1,Truck,21:06:51,2024-05-22,500
BYU0497,3,Truck,17:10:58,2023-01-08,1200
OTC2851,5,Car,12:40:35,2024-10-13,900
LXW1662,1,Motorcycle,04:01:45,2024-09-09,450
YHY1423,3,Car,15:17:24,2023-04-28,1200
XAM5293,5,Bus,11:30:18,2024-11-16,1150
XKN4365,3,Motorcycle,08:40:02,2023-12-26,350
YDH3336,4,Bus,13:20:03,2024-04-03,950
SGG5739,2,Motorcycle,01:22:47,2024-01-26,800
BQX1728,5,Car,10:44:58,2024-11-12,550
LZK2155,5,Bus,22:09:33,2023-02-14,250
UAT0787,3,Bus,14:32:03,2024-01-16,500
UYU8646,4,Motorcycle,07:26:32,2023-03-25,650
IZR9616,1,Bus,10:52:40,2024-06-13,950
QPV4028,1,Car,13:56:13,2024-02-25,200
OHS4043,4,Motorcycle,06:46:29,2024-09-30,1200
FZH9485,4,Truck,17:21:22,2023-10-30,350
WMF9737,1,Bus,15:38:24,2024-07-12,350
YXV0637,1,Bus,03:35:47,2023-03-20,200
IGD3003,4,Car,07:55:29,2023-09-11,1200
FEO1605,5,Car,09:48:23,2024-02-28,350
IRD7121,2,Bus,06:49:30,2024-06-01,1150
QMU1184,2,Car,20:47:22,2023-02-20,950
OMT5757,2,Bus,20:37:31,2024-03-18,300
NMM1054,2,Car,02:19:37,2023-04-18,350
GHF5675,4,Truck,23:37:14,2023-05-17,300
TLA9167,3,Car,21:46:26,2024-12-11,1100
PMW3515,4,Car,04:01:59,2023-05-17,250
KHG1576,2,Car,16:04:18,2023-01-17,150
MUA6945,4,Truck,16:04:04,2023-02-10,1100
DAH6945,5,Motorcycle,07:36:07,2023-02-16,800
CTJ3467,5,Truck,21:16:22,2023-07-01,950
HNR3993,5,Car,22:01:09,2023-07-24,1100
DRM4827,2,Bus,22:39:42,2023-07-14,1000
XZI8433,2,Truck,17:34:10,2023-12-10,1200
OTK4113,2,Car,00:37:19,2024-04-13,1000
NCW3342,5,Car,02:31:18,2024-10-30,850
FVZ2718,2,Motorcycle,22:32:34,2023-02-09,550
GML3782,1,Truck,18:04:42,2023-12-06,900
ZIT4836,5,Bus,12:14:37,2024-09-10,650
ESA1313,3,Motorcycle,08:15:15,2024-03-17,1050
CIS2663,3,Truck,22:48:29,2024-11-08,900
BWQ6772,5,Truck,13:17:23,2023-12-05,50
ERA3079,1,Bus,02:07:39,2024-11-18,500
JLN3271,4,Truck,18:54:31,2024-10-28,800
HNN7967,4,Car,15:28:12,2023-06-22,150
RQD8867,2,Truck,16:56:51,2023-12-06,600
XCR6114,2,Car,12:00:24,2023-08-30,250
HGI3220,3,Car,02:56:59,2023-05-06,1200
VKR3353,1,Bus,12:04:39,2024-12-12,1200
IQG3716,1,Car,09:55:48,2024-05-03,1100
JER6629,4,Car,04:07:46,2024-12-25,500
MHG3138,1,Car,15:42:06,2024-11-05,1100
EPQ1861,3,Car,13:09:38,2024-02-23,850
KKL2839,1,Motorcycle,12:57:08,2024-11-16,650
JBB3298,3,Car,23:34:25,2024-11-01,50
FJB5010,2,Car,20:43:18,2023-06-16,350
EGF1682,3,Car,14:04:31,2023-04-01,700
LFA0228,1,Car,02:47:40,2023-02-05,350
JBC3636,3,Car,06:20:16,2023-08-24,500
YAC1916,4,Motorcycle,12:59:31,2024-05-18,250
NDH0656,1,Car,20:53:38,2024-02-20,900
NJJ4046,5,Truck,13:22:40,2024-05-31,500
CZU2015,2,Truck,21:09:56,2024-04-29,900
TNJ3821,5,Motorcycle,17:42:49,2024-04-30,650
RJF1130,2,Truck,15:42:39,2024-06-10,950
IWH9530,4,Car,22:28:02,2023-03-29,500
SVT7475,2,Car,23:47:10,2023-10-05,1150
UQY2319,2,Bus,00:05:23,2023-01-10,800
JIT1248,2,Truck,02:54:02,2024-07-03,650
HGR0041,2,Truck,09:20:13,2024-09-27,850
SQG8373,3,Car,23:16:53,2023-12-16,1100
UJC2733,1,Car,19:27:54,2024-02-24,500
AGW4907,3,Truck,00:35:09,2023-12-23,950
CJE9518,2,Motorcycle,13:37:44,2024-01-22,1000
DBE9603,1,Bus,17:13:06,2023-05-10,450
CCB2726,1,Car,20:47:43,2024-10-14,150
SQC7878,1,Truck,12:13:55,2023-05-20,650
GEI8598,5,Car,12:52:50,2023-06-05,700
OES4172,2,Bus,13:40:08,2024-08-21,850
AJM7553,2,Bus,05:05:41,2023-04-28,1200
EQG1663,3,Car,23:50:16,2023-10-31,50
ZWG5935,3,Truck,23:56:23,2024-01-13,1000
IPW7780,1,Truck,18:05:37,2023-11-08,450
XPG9863,4,Truck,21:50:00,2023-06-28,500
RIF3274,3,Truck,14:49:00,2023-05-27,250
JBN4200,3,Car,06:55:52,2023-08-20,750
GBJ4631,5,Motorcycle,08:55:39,2023-09-12,500
XYG7761,1,Truck,23:16:33,2023-12-27,100
HGG4042,2,Truck,22:11:13,2023-12-22,150
PTH4093,4,Motorcycle,17:42:43,2024-08-27,1100
CNM7892,3,Truck,08:27:21,2024-06-12,1150
EPR4337,3,Bus,14:14:18,2024-07-22,500
LYI8481,2,Motorcycle,17:49:49,2023-09-22,200
KQV0327,3,Bus,21:33:27,2024-03-16,650
KXU9952,1,Truck,15:43:19,2023-03-09,200
XBE8932,1,Motorcycle,20:15:13,2024-04-14,950
ZQD7388,3,Car,08:23:38,2024-02-09,850
DUH3413,1,Bus,02:17:40,2024-05-03,1150
NXX1194,5,Truck,23:07:31,2024-10-14,650
EEG4388,5,Bus,21:35:49,2024-11-12,200
SDZ8980,2,Car,09:18:41,2024-04-11,1000
IEQ4873,4,Motorcycle,09:53:33,2024-05-12,250
SNH2192,5,Bus,13:11:05,2024-10-25,1150
WCM9172,3,Motorcycle,10:18:21,2023-05-20,550
KZS6751,1,Motorcycle,19:53:39,2023-12-23,500
SQH1192,3,Truck,14:57:53,2024-01-09,200
OHJ5260,1,Motorcycle,05:23:02,2024-11-03,800
ODX3346,3,Bus,15:51:53,2023-10-03,650
BFY6845,3,Motorcycle,18:56:42,2024-08-01,50
OLV5267,4,Motorcycle,07:45:34,2023-05-19,350
MVF8684,2,Bus,16:48:29,2023-10-17,850
FJW7433,5,Car,14:13:33,2024-07-28,250
KIN5544,1,Truck,23:53:19,2023-03-13,1100
XWT2651,3,Car,17:03:18,2024-05-18,250
GNV6004,4,Car,10:13:09,2023-10-02,650
XMQ9500,2,Bus,23:29:53,2024-02-12,300
GHT3997,5,Bus,13:34:42,2023-10-17,750
KYH0594,1,Motorcycle,22:24:12,2023-08-30,800
FVB2364,1,Truck,10:24:18,2023-09-16,1150
KVD4527,2,Bus,13:26:19,2024-02-18,50
LUW2463,1,Car,17:36:17,2023-01-28,400
HPW6871,1,Bus,11:02:39,2023-08-05,300
KXI1801,1,Truck,02:04:56,2024-01-07,100
VYN6054,4,Truck,10:11:13,2024-02-14,950
SQR4603,1,Bus,17:38:52,2023-07-02,850
XUE5710,1,Truck,12:22:47,2024-10-30,1000
NAK5238,5,Truck,17:26:58,2024-06-24,700
VTP6471,4,Car,23:18:18,2023-05-24,800
SJQ1490,2,Car,19:41:52,2024-04-22,300
DMK1662,2,Bus,04:23:18,2024-05-28,350
NTM6562,5,Bus,23:14:25,2023-09-19,200
USU5761,1,Bus,02:04:10,2024-07-02,450
CJD4929,1,Bus,01:58:48,2024-01-12,550
BHR8657,3,Bus,19:40:57,2024-04-12,700
GVE0611,3,Bus,23:02:13,2024-05-23,850
CAL8880,4,Bus,13:50:27,2023-08-26,50
YSZ7529,4,Bus,20:57:11,2024-04-23,1100
TUU8458,3,Car,11:59:04,2024-05-21,1000
GFD9082,5,Car,08:43:02,2024-04-22,550
EPX0317,3,Motorcycle,09:32:57,2024-05-06,850
LSU3557,1,Car,06:44:17,2023-10-07,1200
ETV1526,3,Car,14:41:11,2024-06-11,750
XNI5133,4,Truck,01:10:36,2023-04-07,550
JSU7132,2,Truck,04:21:39,2023-07-23,500
EJQ9608,3,Car,03:12:48,2023-09-30,750
YHM6518,5,Bus,05:36:26,2023-09-04,250
PMU8525,3,Truck,21:27:13,2024-08-10,700
PNL0046,4,Motorcycle,21:16:29,2024-11-19,1050
JWJ3793,4,Motorcycle,22:27:06,2023-06-15,200
VIB7578,5,Motorcycle,14:14:49,2023-07-01,1150
NYZ7586,3,Car,03:18:45,2023-02-11,300
QYS7978,5,Car,12:12:35,2023-09-15,650
IGZ5299,5,Motorcycle,18:11:33,2023-09-09,250
ENN5114,1,Car,07:17:40,2023-11-13,100
VRW7060,1,Car,20:49:49,2023-10-17,550
LJI6354,1,Motorcycle,11:55:06,2024-07-30,450
PQK1909,1,Bus,23:41:22,2023-06-03,200
DNV0126,5,Bus,10:08:49,2024-07-02,50
XHP0519,4,Bus,18:32:24,2023-01-13,400
BRL6373,3,Motorcycle,06:45:17,2024-05-24,1150
EPN7594,3,Bus,23:06:18,2024-07-27,50
CTO6715,2,Motorcycle,03:03:01,2024-02-14,250
GON2901,4,Car,05:28:44,2023-08-12,850
RSN2047,2,Car,15:59:10,2024-05-30,1000
RTQ9181,5,Bus,14:13:31,2024-06-17,950
GWB5327,1,Motorcycle,07:05:10,2024-07-22,250
WXB3713,4,Truck,01:00:23,2024-02-06,400
YUW6017,4,Motorcycle,15:19:14,2023-12-20,100
VSV6881,2,Car,13:06:47,2024-07-17,1050
BIZ1120,4,Bus,18:20:23,2024-05-02,1200
SGH9721,1,Truck,22:33:43,2023-07-07,1100
WAE9283,3,Truck,13:46:26,2023-11-12,250
UWG8672,1,Truck,20:23:34,2024-06-23,250
UZM9891,3,Car,05:16:17,2023-10-22,1100
BLA1393,4,Bus,06:15:56,2024-07-11,400
CWO8169,3,Motorcycle,09:36:52,2024-02-14,100
LTN6606,5,Truck,01:19:06,2023-10-23,450
FPN3004,1,Truck,08:17:53,2023-10-04,150
FZO1624,2,Bus,07:08:05,2023-03-08,900
LFE1429,3,Motorcycle,18:42:47,2023-04-23,500
XFY5513,4,Motorcycle,16:31:28,2023-07-22,650
BWQ4881,4,Motorcycle,16:00:41,2024-10-08,1200
CXA7178,1,Truck,21:06:51,2024-05-22,500
BYU0497,3,Truck,17:10:58,2023-01-08,1200
OTC2851,5,Car,12:40:35,2024-10-13,900
LXW1662,1,Motorcycle,04:01:45,2024-09-09,450
YHY1423,3,Car,15:17:24,2023-04-28,1200
XAM5293,5,Bus,11:30:18,2024-11-16,1150
XKN4365,3,Motorcycle,08:40:02,2023-12-26,350
YDH3336,4,Bus,13:20:03,2024-04-03,950
SGG5739,2,Motorcycle,01:22:47,2024-01-26,800
BQX1728,5,Car,10:44:58,2024-11-12,550
LZK2155,5,Bus,22:09:33,2023-02-14,250
UAT0787,3,Bus,14:32:03,2024-01-16,500
UYU8646,4,Motorcycle,07:26:32,2023-03-25,650
IZR9616,1,Bus,10:52:40,2024-06-13,950
QPV4028,1,Car,13:56:13,2024-02-25,200
OHS4043,4,Motorcycle,06:46:29,2024-09-30,1200
FZH9485,4,Truck,17:21:22,2023-10-30,350
WMF9737,1,Bus,15:38:24,2024-07-12,350
YXV0637,1,Bus,03:35:47,2023-03-20,200
IGD3003,4,Car,07:55:29,2023-09-11,1200
FEO1605,5,Car,09:48:23,2024-02-28,350
IRD7121,2,Bus,06:49:30,2024-06-01,1150
QMU1184,2,Car,20:47:22,2023-02-20,950
OMT5757,2,Bus,20:37:31,2024-03-18,300
NMM1054,2,Car,02:19:37,2023-04-18,350
GHF5675,4,Truck,23:37:14,2023-05-17,300
TLA9167,3,Car,21:46:26,2024-12-11,1100
PMW3515,4,Car,04:01:59,2023-05-17,250
KHG1576,2,Car,16:04:18,2023-01-17,150
MUA6945,4,Truck,16:04:04,2023-02-10,1100
DAH6945,5,Motorcycle,07:36:07,2023-02-16,800
CTJ3467,5,Truck,21:16:22,2023-07-01,950
HNR3993,5,Car,22:01:09,2023-07-24,1100
DRM4827,2,Bus,22:39:42,2023-07-14,1000
XZI8433,2,Truck,17:34:10,2023-12-10,1200
OTK4113,2,Car,00:37:19,2024-04-13,1000
NCW3342,5,Car,02:31:18,2024-10-30,850
FVZ2718,2,Motorcycle,22:32:34,2023-02-09,550
GML3782,1,Truck,18:04:42,2023-12-06,900
ZIT4836,5,Bus,12:14:37,2024-09-10,650
ESA1313,3,Motorcycle,08:15:15,2024-03-17,1050
CIS2663,3,Truck,22:48:29,2024-11-08,900
BWQ6772,5,Truck,13:17:23,2023-12-05,50
ERA3079,1,Bus,02:07:39,2024-11-18,500
JLN3271,4,Truck,18:54:31,2024-10-28,800
HNN7967,4,Car,15:28:12,2023-06-22,150
RQD8867,2,Truck,16:56:51,2023-12-06,600
XCR6114,2,Car,12:00:24,2023-08-30,250
HGI3220,3,Car,02:56:59,2023-05-06,1200
VKR3353,1,Bus,12:04:39,2024-12-12,1200
IQG3716,1,Car,09:55:48,2024-05-03,1100
JER6629,4,Car,04:07:46,2024-12-25,500
MHG3138,1,Car,15:42:06,2024-11-05,1100
EPQ1861,3,Car,13:09:38,2024-02-23,850
KKL2839,1,Motorcycle,12:57:08,2024-11-16,650
JBB3298,3,Car,23:34:25,2024-11-01,50
FJB5010,2,Car,20:43:18,2023-06-16,350
EGF1682,3,Car,14:04:31,2023-04-01,700
LFA0228,1,Car,02:47:40,2023-02-05,350
JBC3636,3,Car,06:20:16,2023-08-24,500
YAC1916,4,Motorcycle,12:59:31,2024-05-18,250
NDH0656,1,Car,20:53:38,2024-02-20,900
NJJ4046,5,Truck,13:22:40,2024-05-31,500
CZU2015,2,Truck,21:09:56,2024-04-29,900
TNJ3821,5,Motorcycle,17:42:49,2024-04-30,650
RJF1130,2,Truck,15:42:39,2024-06-10,950
IWH9530,4,Car,22:28:02,2023-03-29,500
SVT7475,2,Car,23:47:10,2023-10-05,1150
UQY2319,2,Bus,00:05:23,2023-01-10,800
JIT1248,2,Truck,02:54:02,2024-07-03,650
HGR0041,2,Truck,09:20:13,2024-09-27,850
SQG8373,3,Car,23:16:53,2023-12-16,1100
UJC2733,1,Car,19:27:54,2024-02-24,500
AGW4907,3,Truck,00:35:09,2023-12-23,950
CJE9518,2,Motorcycle,13:37:44,2024-01-22,1000
